doid 	 name 
MONDO:0015763	mosaic trisomy 2
MONDO:0015810	primary cutaneous CD4+ small/medium-sized pleomorphic T-cell lymphoma
MONDO:0015769	distal trisomy 6p
MONDO:0015768	trisomy 5p
MONDO:0015819	indolent primary cutaneous b-cell lymphoma
MONDO:0015818	aggressive primary cutaneous b-cell lymphoma
MONDO:0004042	urethra inverted papilloma
MONDO:0004043	ureter inverted papilloma
MONDO:0004040	urinary bladder inverted papilloma
MONDO:0004041	bladder transitional cell papilloma
MONDO:0004046	childhood brain meningioma
MONDO:0004047	sphenoidal sinus neoplasm
MONDO:0004044	ureter urothelial papilloma
MONDO:0004045	pediatric intraocular retinoblastoma
MONDO:0005688	campylobacteriosis
MONDO:0009948	Pyropoikilocytosis, hereditary
MONDO:0005230	cellulitis
MONDO:0004049	combat disorder
MONDO:0007166	ataxia with Fasciculations
MONDO:0001444	Chagas disease
MONDO:0019105	renal nutcracker syndrome
MONDO:0019104	Sandifer syndrome
MONDO:0019107	Rh deficiency syndrome
MONDO:0007167	atelosteogenesis type i
MONDO:0019101	retinal capillary malformation
MONDO:0019100	neuromyelitis optica
MONDO:0019103	benign exophthalmos syndrome
MONDO:0019102	dentinogenesis imperfecta-short stature-hearing loss-intellectual disability syndrome
MONDO:0007160	Stickler syndrome type 1
MONDO:0001446	low compliance bladder
MONDO:0019109	CANOMAD syndrome
MONDO:0005559	neurodegenerative disease
MONDO:0007161	SPGF2
MONDO:0010946	hypertrophic cardiomyopathy 6
MONDO:0005558	ovarian disease
MONDO:0007162	asymmetric short stature syndrome
MONDO:0010947	Budd-Chiari syndrome
MONDO:0005001	chronic gastritis (disease)
MONDO:0007163	episodic ataxia type 2
MONDO:0010944	mitochondrial import-stimulating factor
MONDO:0018574	intellectual disability-expressive aphasia-facial dysmorphism syndrome
MONDO:0015101	Marin-Amat syndrome
MONDO:0015100	Aregenerative anemia
MONDO:0015103	pulmonary valve agenesis-tetralogy of fallot-absence of ductus arteriosus syndrome
MONDO:0015102	non-secreting chemodectoma
MONDO:0015105	african tick typhus
MONDO:0015104	porphyria cutanea tarda
MONDO:0015107	rare genetic eye disease
MONDO:0015106	rare urogenital disease
MONDO:0015109	anomaly of the mitral subvalvular apparatus
MONDO:0015108	rare non-syndromic intellectual disability
MONDO:0016901	partial deletion of the long arm of chromosome 2
MONDO:0010943	schizophrenia 4
MONDO:0009042	Craniotelencephalic dysplasia
MONDO:0005213	uterine carcinoma
MONDO:0010940	asthma, susceptibility to
MONDO:0005236	xanthoma (disease)
MONDO:0005552	ocular vascular disease
MONDO:0010941	ENUR2
MONDO:0007898	leukocyte nuclear appendages, hereditary Prevalence of
MONDO:0000070	mycobacterium tuberculosis, susceptibility
MONDO:0005009	congestive heart failure
MONDO:0016902	partial deletion of the long arm of chromosome 3
MONDO:0009686	musk, inability to smell
MONDO:0005008	large intestine adenocarcinoma
MONDO:0015712	non-distal trisomy 10q
MONDO:0000075	neuronopathy, distal hereditary motor
MONDO:0008135	optic atrophy with negative Electroretinograms
MONDO:0006509	papillary carcinoma
MONDO:0008658	virus Rd114 Rna Complementarity
MONDO:0009013	convulsive disorder, familial, with Prenatal or early onset
MONDO:0006501	inflammatory skin disease
MONDO:0006500	hemangioma
MONDO:0012257	Cerebrorenodigital syndrome
MONDO:0006502	acute respiratory distress syndrome
MONDO:0006505	basal ganglia cerebrovascular disease
MONDO:0006504	acquired metabolic disease
MONDO:0006507	hemochromatosis
MONDO:0006506	congenital nonspherocytic hemolytic anemia
MONDO:0004979	asthma
MONDO:0005319	humerus fracture
MONDO:0005318	canker sore
MONDO:0000769	chicken egg allergy
MONDO:0005315	bone fracture
MONDO:0000766	corneal endothelial dystrophy
MONDO:0000765	stromal dystrophy
MONDO:0000764	epithelial-stromal TGFBI dystrophy
MONDO:0005311	atherosclerosis
MONDO:0000762	chromosomal duplication syndrome
MONDO:0000761	chromosomal deletion syndrome
MONDO:0005312	pouchitis
MONDO:0008598	trichodysplasia-xeroderma syndrome
MONDO:0008599	trigeminal neuralgia
MONDO:0011500	Becker nevus syndrome
MONDO:0007345	aorta coarctation
MONDO:0008590	tremor, hereditary essential, 1
MONDO:0008591	tremor-nystagmus-duodenal ulcer syndrome
MONDO:0008592	Tricho-dento-osseous syndrome
MONDO:0008593	trichomegaly
MONDO:0008594	FMDF
MONDO:0007346	cochleosaccular degeneration-cataract syndrome
MONDO:0008596	trichorhinophalangeal syndrome type I
MONDO:0006791	hyperemesis gravidarum (disease)
MONDO:0018506	mesenchymal tumor of small intestine
MONDO:0018507	microcephaly-complex motor and sensory axonal neuropathy syndrome
MONDO:0018504	undifferentiated carcinoma of stomach
MONDO:0018505	rare tumor of small intestine
MONDO:0018502	hereditary gastric cancer
MONDO:0018503	carcinoma of stomach, salivary gland type
MONDO:0018500	cutaneous larva migrans
MONDO:0018501	rare carcinoma of stomach
MONDO:0007612	gingival fibromatosis-progressive deafness syndrome
MONDO:0005914	Picornaviridae infectious disease
MONDO:0000989	mumps
MONDO:0009018	central cloudy dystrophy of FranC'ois
MONDO:0018508	rare carcinoma of small intestine
MONDO:0018509	squamous cell carcinoma of the small intestine
MONDO:0014889	striatonigral degeneration, childhood-onset; SNDC
MONDO:0018347	severe intellectual disability-progressive postnatal microcephaly- midline stereotypic hand movements syndrome
MONDO:0013338	Charcot-Marie-Tooth disease recessive intermediate B
MONDO:0013339	dilated cardiomyopathy 1GG
MONDO:0013334	cocoon syndrome
MONDO:0013335	Tuberculin skin test reactivity, absence of
MONDO:0013336	chromosome 19p13.13 deletion syndrome
MONDO:0007343	isolated congenital digital clubbing
MONDO:0013330	agenesis of the corpus callosum and congenital lymphedema
MONDO:0013331	factor 5 and Factor Viii, combined deficiency of, 2
MONDO:0013332	brachydactyly, type A1, with short stature, scoliosis, microcephaly, ptosis, hearing loss, and mental retardation
MONDO:0013333	Odontoid hypoplasia
MONDO:0013622	platelet-type bleeding disorder 9
MONDO:0013623	platelet-type bleeding disorder 11
MONDO:0013620	congenital myasthenic syndrome 16
MONDO:0013621	LAMB2-related infantile-onset nephrotic syndrome
MONDO:0013626	psoriasis 14, pustular
MONDO:0013627	three M syndrome 3
MONDO:0013624	mental retardation, autosomal recessive 15
MONDO:0013625	Parkinson disease 17
MONDO:0021450	benign neoplasm of heart
MONDO:0021451	benign neoplasm of brain
MONDO:0021452	benign neoplasm of cornea
MONDO:0021453	benign neoplasm of retina
MONDO:0021454	benign neoplasm of eye
MONDO:0021455	benign neoplasm of neck
MONDO:0010646	macular dystrophy, X-linked
MONDO:0021457	benign neoplasm of pleura
MONDO:0014313	autosomal recessive primary immunodeficiency with defective spontaneous natural killer cell cytotoxicity
MONDO:0015479	submucosal cleft palate
MONDO:0014272	palmoplantar keratoderma, Nagashima type
MONDO:0010118	Threoninemia
MONDO:0013214	bile acid malabsorption, primary
MONDO:0008309	primary release disorder of platelets
MONDO:0008138	syndromic orbital border hypoplasia
MONDO:0008139	OSLAM syndrome
MONDO:0004400	malignant type A thymoma
MONDO:0015905	rare syndromic dyslipidemia
MONDO:0005819	laryngeal tuberculosis
MONDO:0015717	mild hemophilia b
MONDO:0019734	juvenile polymyositis
MONDO:0016004	aminopterin/methotrexate embryofetopathy
MONDO:0008132	optic atrophy with demyelinating disease of CNS
MONDO:0010111	odontotrichomelic syndrome
MONDO:0004742	primary cerebellar degeneration
MONDO:0016451	idiopathic hypersomnia with long sleep time
MONDO:0010110	tetraamelia-multiple malformations syndrome
MONDO:0012937	Diamond-Blackfan anemia 6
MONDO:0010113	thalidomide susceptibility
MONDO:0016457	ptosis-upper ocular movement limitation-absence of lacrimal punctum syndrome
MONDO:0010474	linear skin defects with multiple congenital anomalies 2
MONDO:0012016	capillary malformation-arteriovenous malformation syndrome
MONDO:0001418	trachea sarcoma
MONDO:0001419	trachea squamous cell carcinoma
MONDO:0001416	female reproductive organ cancer
MONDO:0001417	tracheal lymphoma
MONDO:0001414	osteopoikilosis
MONDO:0001415	atrophy of testis
MONDO:0001412	conjunctival concretion
MONDO:0001413	ulceroglandular tularemia
MONDO:0001410	postmenopausal atrophic vaginitis
MONDO:0001411	synostosis
MONDO:0009975	reticulosarcoma
MONDO:0009974	familial hemophagocytic lymphohistiocytosis 1
MONDO:0009977	Knobloch syndrome
MONDO:0012547	Noonan syndrome 4
MONDO:0009971	newborn respiratory distress syndrome
MONDO:0009970	renal tubular dysgenesis of genetic origin
MONDO:0009973	reticular dysgenesis
MONDO:0009972	respiratory Underresponsiveness to hypoxia and Hypercapnia
MONDO:0012012	Charcot-Marie-Tooth disease dominant intermediate C
MONDO:0014310	hereditary sclerosing poikiloderma with tendon and pulmonary involvement
MONDO:0010116	Thoracomelic dysplasia
MONDO:0009979	reticular dystrophy of the retinal pigment epithelium
MONDO:0009978	retinal degeneration-nanophthalmos-glaucoma syndrome
MONDO:0003647	atrophic flaccid tympanic membrane
MONDO:0012541	deafness with labyrinthine aplasia, microtia, and microdontia
MONDO:0001949	acute thyroiditis
MONDO:0021078	glandular papilloma
MONDO:0018184	gastric linitis plastica
MONDO:0016459	2q23.1 microdeletion syndrome
MONDO:0017062	spina bifida aperta
MONDO:0017429	joint formation defects
MONDO:0013219	hypophosphatemic rickets, autosomal recessive, 2
MONDO:0017063	total spina bifida aperta
MONDO:0009367	McKusick-Kaufman syndrome
MONDO:0013138	BRV2
MONDO:0008898	camptodactyly syndrome, Guadalajara type 1
MONDO:0011212	sensorineural hearing loss, retinal pigment epithelium lesions, Discolored teeth
MONDO:0011689	DYX6
MONDO:0017059	neural tube closure defect
MONDO:0017058	autosomal recessive intermediate Charcot-Marie-tooth disease
MONDO:0017509	Adactyly of foot, unilateral
MONDO:0017508	congenital absence/hypoplasia of fingers excluding thumb, bilateral
MONDO:0017055	Mycophenolate mofetil embryopathy
MONDO:0012574	Potocki-Luspski syndrome
MONDO:0017057	hereditary thrombocytopenia with normal platelets
MONDO:0017056	DYRK1A-related intellectual disability syndrome due to 21q22.13q22.2 microdeletion
MONDO:0012571	primary ciliary dyskinesia 6
MONDO:0017050	intraocular medulloepithelioma
MONDO:0017501	congenital absence of both lower leg and foot, bilateral
MONDO:0017500	congenital absence of both lower leg and foot, unilateral
MONDO:0012076	midface hypoplasia, obesity, developmental delay, and neonatal hypotonia
MONDO:0002268	dyspepsia
MONDO:0002269	gastroenteritis
MONDO:0016827	myopathy-growth delay-intellectual disability-hypospadias syndrome
MONDO:0002264	atrophy of prostate
MONDO:0002265	stereotypic movement disorder
MONDO:0002266	malt worker's lung
MONDO:0002267	obstructive lung disease
MONDO:0002260	hidradenitis
MONDO:0002261	keratopathy
MONDO:0002262	capillary lymphangioma
MONDO:0002263	female reproductive system disease
MONDO:0016908	partial monosomy of the long arm of chromosome 9
MONDO:0016909	partial monosomy of the long arm of chromosome 10
MONDO:0013317	Torsade-de-pointes syndrome with short coupling interval
MONDO:0013013	Question mark ears, isolated
MONDO:0013133	melanoma, cutaneous malignant, susceptibility to, 5
MONDO:0016900	partial deletion of the long arm of chromosome 1
MONDO:0014277	DDH2
MONDO:0003641	central nervous system hematologic cancer
MONDO:0016903	partial deletion of the long arm of chromosome 4
MONDO:0016904	partial deletion of the long arm of chromosome 5
MONDO:0019837	atrial appendage anomaly
MONDO:0016906	partial deletion of the long arm of chromosome 7
MONDO:0016907	partial deletion of the long arm of chromosome 8
MONDO:0011277	Leukoregulin
MONDO:0011276	OFC2
MONDO:0011275	acromesomelic dysplasia, Maroteaux type
MONDO:0011274	Muenke Syndrome
MONDO:0011901	Charcot-Marie-Tooth disease axonal type 2H
MONDO:0011272	retinitis pigmentosa 25
MONDO:0011903	Charcot-Marie-Tooth disease type 2J
MONDO:0011902	Charcot-Marie-Tooth disease type 1F
MONDO:0013136	hereditary hypotrichosis with recurrent skin vesicles
MONDO:0007438	dentin dysplasia-sclerotic bones syndrome
MONDO:0011909	Charcot-Marie-Tooth disease dominant intermediate D
MONDO:0011908	juvenile myelomonocytic leukemia
MONDO:0011279	autosomal recessive nonsyndromic deafness 17
MONDO:0011278	bile duct cysts
MONDO:0019295	other dermis disorder
MONDO:0019294	mixed dermis disorder
MONDO:0019297	lymphedema
MONDO:0019296	subcutaneous tissue disease
MONDO:0019291	rare genetic dermis disorder
MONDO:0019290	hypopigmentation of the skin (disease)
MONDO:0019293	vascular skin disease
MONDO:0002661	uveal disease
MONDO:0003640	verruciform xanthoma of skin
MONDO:0001257	retinal microaneurysm
MONDO:0011258	branchiootic syndrome 1
MONDO:0019298	rare urticaria
MONDO:0007717	hemoglobin--variants for which the chain Carrying the mutation 1S unknown or uncertain
MONDO:0010623	ichthyosis and male hypogonadism
MONDO:0002198	vulvar glandular tumor
MONDO:0002199	chondroid syringoma of the vulva
MONDO:0016225	specific learning disability
MONDO:0008133	autosomal dominant optic atrophy and cataract
MONDO:0010330	primary ciliary dyskinesia-retinitis pigmentosa syndrome
MONDO:0002192	vulvar angiokeratoma
MONDO:0002193	Bartholin's gland benign neoplasm
MONDO:0002190	vulvar syringoma
MONDO:0002191	syringoma
MONDO:0002196	perinatal intestinal perforation
MONDO:0002197	minor vestibular glands adenoma
MONDO:0002194	vulvar squamous papilloma
MONDO:0002195	vulvar squamous tumor
MONDO:0020462	tarsal kink syndrome
MONDO:0020463	isolated congenital ectropion
MONDO:0020460	acquired von willebrand syndrome
MONDO:0020461	Epiblepharon
MONDO:0020466	monosomy X
MONDO:0007294	central core myopathy
MONDO:0020464	Euryblepharon
MONDO:0020465	congenital eyelid retraction
MONDO:0010335	X-linked cone-rod dystrophy 3
MONDO:0020468	paternal uniparental disomy of chromosome 13
MONDO:0007295	benign epilepsy with centrotemporal spikes
MONDO:0007716	alpha thalassemia-intellectual disability syndrome type 1
MONDO:0010334	severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome
MONDO:0015777	rare adult hypothyroidism
MONDO:0010625	immunodeficiency, X-linked, with deficiency of 115,000 Dalton surface glycoprotein
MONDO:0010624	ichthyosis follicularis-alopecia-photophobia syndrome
MONDO:0009195	erythema of acral regions
MONDO:0020347	acute inflammatory demyelinating polyradiculoneuropathy
MONDO:0009194	chronic Epstein-Barr virus infection syndrome
MONDO:0007662	iridogoniodysgenesis, type 2
MONDO:0020346	synaptic congenital myasthenic syndrome
MONDO:0010850	Tessier number 4 facial cleft
MONDO:0007715	hemolytic Poikilocytic anemia due to reduced Ankyrin Binding sites
MONDO:0008107	nystagmus, hereditary vertical
MONDO:0020345	presynaptic congenital myasthenic syndrome
MONDO:0002993	pancreatic somatostatinoma
MONDO:0002990	benign deep fibrous histiocytoma
MONDO:0002991	malignant adenofibroma
MONDO:0002996	cavernous sinus meningioma
MONDO:0002997	anterior cranial fossa meningioma
MONDO:0002994	pancreatic delta cell neoplasm
MONDO:0002995	small intestine neuroendocrine neoplasm
MONDO:0016676	recurrent infections-inflammatory syndrome due to zinc metabolism disorder syndrome
MONDO:0016677	toxic or drug-related embryofetopathy
MONDO:0002998	skull base meningioma
MONDO:0002999	central nervous system germinoma
MONDO:0013313	ectodermal dysplasia-cutaneous syndactyly syndrome
MONDO:0016673	localized junctional epidermolysis bullosa, non-Herlitz type
MONDO:0016670	sickle cell-hemoglobin d disease syndrome
MONDO:0016671	sickle cell-hemoglobin E disease syndrome
MONDO:0003029	skin angiosarcoma
MONDO:0003028	thyroid sarcoma
MONDO:0005811	infectious myxomatosis
MONDO:0003021	central nervous system angiosarcoma
MONDO:0003023	aorta angiosarcoma
MONDO:0003022	pediatric angiosarcoma
MONDO:0003025	conventional angiosarcoma
MONDO:0003024	breast angiosarcoma
MONDO:0003027	thyroid angiosarcoma
MONDO:0003026	gallbladder angiosarcoma
MONDO:0019885	distal trisomy 11q
MONDO:0017837	multiple sclerosis-ichthyosis-factor VIII deficiency syndrome
MONDO:0000228	Astrakhan spotted fever
MONDO:0000229	Indian tick typhus
MONDO:0017836	Erythrokeratoderma 'en cocardes'
MONDO:0000222	seminal vesicle acute gonorrhea
MONDO:0013310	congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency
MONDO:0015079	multiple polyglandular tumor
MONDO:0000226	mineral metabolism disease
MONDO:0000227	African tick-bite fever
MONDO:0000224	carbohydrate metabolism disease
MONDO:0000225	human monocytic ehrlichiosis
MONDO:0007928	Fechtner syndrome
MONDO:0008209	Char syndrome
MONDO:0010852	chromosome 8Q12.1-Q21.2 deletion syndrome
MONDO:0009199	Ethanolaminosis
MONDO:0009553	Plasmodium falciparum blood infection level
MONDO:0007259	craniofaciofrontodigital syndrome
MONDO:0008200	autosomal dominant Parkinson disease 1
MONDO:0007921	yellow nail syndrome
MONDO:0007254	breast cancer
MONDO:0008203	Passovoy factor defect
MONDO:0007924	Bannayan-Riley-Ruvalcaba syndrome
MONDO:0007925	chromosome 5q deletion syndrome
MONDO:0007926	Waldenstroem's macroglobulinemia
MONDO:0008207	chondromalacia patellae
MONDO:0004579	retinoschisis
MONDO:0015451	Univentricular heart
MONDO:0007933	VMD1
MONDO:0014204	basal ganglia calcification, idiopathic, 5
MONDO:0014318	hyperphosphatasia with mental retardation syndrome 4
MONDO:0006459	thymoma type B1
MONDO:0005566	neonatal abstinence syndrome
MONDO:0004697	esophageal leukoplakia
MONDO:0004696	larynx carcinoma in situ
MONDO:0004695	liver lymphoma
MONDO:0004694	hepatopulmonary syndrome
MONDO:0004693	cervix uteri carcinoma in situ
