drugbank_id	name	type	groups	atc_codes	categories	inchikey	inchi	inchikeys	synonyms	unii	uniis	external_identifiers	extra_names	brands	molecular_forula	molecular_formular_experimental	gene_sequence	amino_acid_sequence	sequence	description
DB05472	omega interferon	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						Human interferon omega 1 (IFN-omega 1 = IFN-alpha II1) is a recently discovered protein structurally related to IFN-alpha and -beta. It occurs naturally in the human body and is currently being manufactured by Intarcia through genetic engineering. There are multiple routes for administration of omega interferon:  injection, an implantable subcutaneous drug delivery system, and an oral formulation. It has been investigated both in single and combination treatment. The biological activities of IFN-omega 1 and its physiological role are not known to date. 
DB05473	QR-334	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						QR-334 is under investigation for the treatment of sialorrhea. Sialorrhea is an excess secretion of saliva produced by the salivary glands, resulting in drooling. No pharmaceutical interventions currently exist to treat sialorrhea. The symptom is associated with many diseases including Amyotrophic Lateral Sclerosis (ALS), also known as Lou Gehrig’s Disease, Cerebral Palsy, Parkinson's Disease, and Muscular Dystrophy.
DB05474	T487	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						T487 is a small molecule chemokine receptor antagonist to correct or modify immune system responses. It binds selectively and potently to CXCR3. The formulation is administered orally and has anti-inflammatory effects in conditions such as rheumatoid arthritis, inflammatory bowel disease and psoriasis.
DB05480	PBI-1402	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						PBI-1402 is a small molecule synthetic compound with oralBioavailability. The compound activates neutrophils, enhancing their survival and activation with comparable efficacy to GM-CSF, G-CSF and EPO, which are currently used to treat anemia. However, it has been shown that when co-administered with these compounds, effects are additive, making PBI-1402 an excellent candidate for combination therapy and asserting its independent mechanism of action. PBI-1402 appears to work on the PMN pathway, but its specific binding properties are not known. PBI-1402 has a dual therapeutic action; as a chemoprotectant and hematopoietic progenitor stimulator. Since it stimulates immune activity, it has been considered as a candidate for cancer treatment as well as anemia.
DB05481	Recombinant alpha 1-antitrypsin	small molecule	['investigational']	[]	[]			[]	['Recombinant alpha 1-antitrypsin']		[]	[]	[]	['Dermolastin']						Alpha 1-antitrypsin is a glycoprotein primarily produced by hepatocytes, and to a lesser extent, immune system cells. Recombinant alpha 1-antitrypsin (rAAT) is produced from yeast, which unlike commercially available forms of plasma-derived AAT, eliminates the risk associated with blood-borne infectious agents and allows for a increased manufacturing.  rAAT belongs to a family of structurally-related proteins classified as serine protease inhibitors or SERPINS, which are known to inhibit several proteases including trypsin, cathepsin G, thrombin, tissue kallikrein, as well as neutrophil elastase. The proteinase/antiproteinase balance is believed to be important for maintaining healthy skin. The rAAT topical gel (Dermolastin™) is indicated for patients with atopic dermatitis and psoriasis. The company has indicated that other formulations for gastroenterological and urological indications will also be developed.
DB05483	PCL-016	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						PCL-016  or Picolinic acid drug substance is a pyridine carboxylate metabolite of tryptophan. It acts as an anti-infective and immunomodulator and is produced in approximately 25-50 mg quantities by the body on a daily basis through the breakdown of tryptophan. PCL-016 plays a key role in zinc transport. As a therapeutic agent, the molecule works by binding to zinc finger proteins (ZFPs) in a way that changes their structures and disrupts zinc binding, inhibiting function. ZFPs are involved in viral replication and packaging as well as normal cell homeostatic functions. Picolinic acid has been shown to be an anti-viral in vitro and in vivo, and sometimes works in conjunction with other cytokines such as interferon gamma to affect immune responses. Acne vulgaris, herpes and other viral infections therefore pose potential therapeutic targets of PCL-016.
DB05484	MDX-018	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	['HuMax-Inflam']						MDX-018, also known as HuMax-Inflam, is a fully human antibody that is directed to IL-8 (interleukin-8) and may have potential application in oncology and inflammation. Trials will initially focus on studies to treat glioblastoma, a cancer of the central nervous system. Other possible indications include chronic obstructive pulmonary disease (COPD) and pustular dermatoses. In pre-clinical studies, HuMax-Inflam has been shown to inhibit tumor growth in tumor models using primary human tumors in immunodeficient mice. HuMax-Inflam was also effective in reducing disease activity in palmoplantar pustulosis patients in a clinical study.
DB05487	Custirsen	small molecule	['investigational']	[]	Carbohydrates|Glycosides|Heterocyclic Compounds|Heterocyclic Compounds, 1-Ring|Heterocyclic Compounds, 2-Ring|Inorganic Chemicals|Nucleic Acids, Nucleotides, and Nucleosides|Nucleotides|Oligonucleotides, Antisense|Organic Chemicals|Pyrans|Sulfur Compounds			[]	[]	L26E95NLRK	[]	[]	[]	[]						Custirsen is a benzopyran with potential antineoplastic activity. Custirsen acts as a selective estrogen receptor modulator (SERM), inhibiting the proliferation of estrogen-sensitive breast cancer cells. This agent also inhibits growth and induces apoptosis of glioblastoma cells via a mechanism independent of estrogen receptor-related mechanisms. Custirsen is also being investigated in the treatment of primary brain tumors.
DB05488	Technetium Tc-99m ciprofloxacin	small molecule	['investigational']	[]	Fluoroquinolones|Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|Organic Chemicals|Organometallic Compounds|Quinolines|Quinolones			[]	99mTc-ciprofloxacin|Infecton|Technetium (99mTc) ciprofloxacin|Technetium Tc 99m ciprofloxacin		[]	['PubChem Substance:175427018']	[]	[]						99mTc-Ciprofloxacin is a new formulation of ciprofloxacin (INFECTON), being investigated as a radioimaging agent for the potential diagnosis of infection, including fever of unknown origin, osteomyelitis, wound infection, abdominal abscess, pneumonia, appendicitis and tuberculosis. INFECTON combines the widely used antibiotic, ciprofloxacin, with Technetium ((99m)Tc), the most commonly used radioisotope in nuclear medical imaging There is currently controversy around the drug's ability to discriminate between sterile inflammation and bacterial versus nonbacterial infections.
DB05489	ACA 125	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						An  IgG1 murine monoclonal anti-idiotype antibody (Ab2), ACA-125, was developed to bind to anti-CA 125 antibodies. ACA-125 mimics the tumor-associated antigen CA-125, which can be detected in about 80% of ovarian carcinomas.This new concept of oncological immunotherapy consists of an attempt to trigger the immune system of the host to respond against tumor cells. Antiidiotypic antibodies bearing the internal image of an antigen expressed on the surface of the tumor are suited to this approach. To create ACA-125, a hybridoma cell was adapted to serum-free medium and antibody was produced in a hollow fiber cell culture system. Positive clinical results are now being reported.
DB05491	ATN-161	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						ATN-161 is a non-RGD based integrin binding peptide targeting alpha-5 beta-1 and alpha-v beta-3. It inhibits the migration and adhesion of particular integrins on activated endothelial cells that play a critical role in tumor angiogenesis. This approach targeting both the tumor vasculature and the cancer cells themselves, may be effective in single therapy as well as combination therapy. Since the expression of alpha(5)beta(1) integrin by cancer cells and the role of this molecule in tumor angiogenesis is similar across a range of different cancers, the therapeutic benefit of ATN-161 is expected to extend to a variety of cancers.
DB05493	NX-1207	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						NX-1207 is an investigational new drug for BPH, whose chemical entity and mechanism of action remain undisclosed. Nymox Pharmaceutical Corporation recently completed studies of NX-1207 for treatment of benign prostatic hyperplasia (BPH).
DB05495	PG-530742	small molecule	['investigational']	[]	[]			[]	[]	F94T42GL80	[]	[]	[]	[]						PG-530742 selectively inhibits certain matrix metalloproteinases that have been implicated in the cartilage degradation that occurs in osteoarthritis. By inhibiting these MMPs, it potentially limits cartilage degradation and disease progression. Studies are currently assessing the efficacy and safety of PG-530742 in the treatment of mild to moderate knee osteoarthritis.
DB05496	Otelixizumab	biotech	['investigational']	[]	Amino Acids, Peptides, and Proteins|Antibodies|Antibodies, Monoclonal|Blood Proteins|Globulins|Immunoglobulins|Immunoproteins|Proteins|Serum Globulins			[]	[]	I5HF2X04PB	[]	[]	[]	[]						Otelixizumab is a monoclonal antibody that binds to a receptor found on all T cells called CD3, which is involved in normal T cell signaling. Otelixizumab is believed to inhibit the function of autoreactive T cells, which are important in propagating autoimmune diseases, while inducing regulatory T cell pathways that promote immunological tolerance and inhibit autoreactive disease activity. Tolerx is developing otelixizumab to treat patients with type 1 diabetes, psoriasis and other autoimmune diseases such as rheumatoid arthritis.
DB05499	TAK-428	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						TAK-428 is a drug for treating diabetic neuropathy. It is based on the novel concept that peripheral nervous tissue that was damaged by diabetes can be repaired and regenerated by stimulating an increase in neurotrophic factors.
DB05502	AG-858	biotech	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						AG-858 (autologous heat-shock protein 70 peptide vaccine) isa recombinant cancer vaccine made with tumor-derived heat shock protein 70 (HSP70) peptide complexes. HSP70 associates with antigenic peptides, transporting them into antigen presenting cells (APC) for processing. Tumor-derived HSP70-peptide complexes used in vaccine preparations have been shown to prime tumor immunity and tumor-specific T cells in animal models.
DB05505	NM-702	small molecule	['investigational']	[]	Heterocyclic Compounds|Heterocyclic Compounds, 1-Ring			[]	[]		[]	[]	[]	[]						Nissan Chemical and Taisho have been jointly developing NM-702, a drug for the treatment of arteriosclerosis obliterans.M-702 is an orally active inhibitor of phosphodiesterase and thromboxane synthetase. In Japan, Phase 2 studies are being conducted for intermittent claudication caused by arteriosclerosis obliterans, intermittent claudication caused by spinal canal stenosis, and asthma. In the USA, a Phase 2 study for intermittent claudication caused by arteriosclerosis obliterans has been successfully completed.Intermittent claudication is a major symptom of arteriosclerosis obliterans. It is caused by insufficient oxygen supply to exercising muscles in the lower extremities due to decreased blood flow as a result of sclerosis of peripheral arteries. It is estimated that about 6 million people suffer from intermittent claudication in the USA, with only 10 percent of these people currently receiving treatment. Patients with claudication experience significant disability, owing to their exercise limitation. Therapeutic options to improve exercise performance in these patients are limited
DB05506	ISIS 113715	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						ISIS 113715 is our second-generation antisense inhibitor of protein tyrosine phosphatase 1b, or PTP?1b, for the treatment of type 2 diabetes. In early trials, ISIS 113715 induced statistically significant improvements in multiple measures of glucose control along with statistically significantreductions in LDL-cholesterol. 
DB05507	VX-765	small molecule	['investigational']	[]	Acids, Carbocyclic|Amino Acids, Peptides, and Proteins|Aminobenzoates|Benzene Derivatives|Benzoates|Carboxylic Acids|Hydrocarbons|Hydrocarbons, Aromatic|Hydrocarbons, Cyclic|Oligopeptides|Organic Chemicals|Peptides			[]	[]		[]	[]	[]	[]						VX-765 is the orally available prodrug of a potent and selective competitive inhibitor of ICE/caspase-1 (VRT-043198). VX-765 is currently under clinical development for the treatment of inflammatory and autoimmune conditions, as it blocks the hypersensitive response to an inflammatory stimulus.
DB05509	LI-301	small molecule	['investigational']	[]	[]			[]	[]		[]	[]	[]	[]						"LI 301 is an orally bio-available compound delivered in a fast melt mechanism with taste masking enabling it to be taken anytime without water. It has a novel mode of action combining both the light effect of a Selective Serotonin Reuptake Inhibitor (""SSRI"")(most likely  antagonistic at 5HT1a receptors) and antagonism at mu-opioid receptors. This results in a slight dulling of sensation that can be used to treat premature ejaculation without interfering with normal sexual pleasure or orgasm. "
DB05510	Huperzine-A	small molecule	['investigational']	[]	[]			[]	[]		[]	['PubChem Substance:5912039']	[]	[]						Huperzine-A is a naturally occurring sesquiterpene alkaloid found in the extracts of the firmoss Huperzia serrata. The botanical has traditionally been used in China for the treatment of swelling, fever and blood disorders. Recently in clinical trials in China, it has demonstrated neuroprotective effects. It is currently being investigated as a possible treatment for diseases characterized by neurodegeneration, particularly Alzheimer’s disease. Huperzine A is a cholinesterase inhibitor.
