hpo id 	 hpo name 	 umls cui 
HP:0003710	exercise-induced muscle cramps	C1855578
HP:0003712	skeletal muscle hypertrophy	C2265792
HP:0003713	muscle fiber necrosis	C1850848
HP:0003715	myofibrillar myopathy	C2678065
HP:0003716	generalized muscular appearance from birth	C1837799
HP:0003717	minimal subcutaneous fat	C1859442
HP:0003719	muscle mounding	C1853702
HP:0003720	generalized muscle hypertrophy	C3805639
HP:0003722	neck flexor weakness	C1843637
HP:0003724	shoulder girdle muscle atrophy	C1847766
HP:0003725	firm muscles	C1850656
HP:0003729	enteroviral dermatomyositis syndrome	C3806660
HP:0003730	emg: myotonic runs	C4020837|C4025576
HP:0003731	quadriceps muscle weakness	C0577655
HP:0003733	thigh hypertrophy	C1846674
HP:0003736	autophagic vacuoles	C0544966
HP:0003737	mitochondrial myopathy	C0162670
HP:0003738	exercise-induced myalgia	C1850830
HP:0003739	myoclonic spasms	C3806442
HP:0003740	myotonia with warm-up phenomenon	C4025575
HP:0003741	congenital muscular dystrophy	C0699743
HP:0003749	pelvic girdle muscle weakness	C0427064
HP:0003750	increased muscle fatiguability	C0242979|C4025573
HP:0003752	episodic flaccid weakness	C4025572
HP:0003755	type 1 fibers relatively smaller than type 2 fibers	C4025571
HP:0003756	skeletal myopathy	C1533847
HP:0003758	reduced subcutaneous adipose tissue	C0424631|C1857657
HP:0003759	hypoplasia of lymphatic vessels	C4025570
HP:0003760	percussion-induced rapid rolling muscle contractions	C4280804
HP:0003761	calcinosis	C0006663
HP:0003762	uterus didelphys	C0152240|C0266393
HP:0003763	bruxism	C0006325
HP:0003764	nevus	C0027960|C0027962
HP:0003765	psoriasiform dermatitis	C0033860
HP:0003768	periodic paralysis	C1279412
HP:0003771	pulp stones	C1527284|C4280259|C4280546
HP:0003774	stage 5 chronic kidney disease	C2316810
HP:0003777	pili torti	C0263491
HP:0003778	short mandibular rami	C1841648|C4280545
HP:0003779	antegonial notching of mandible	C1844509
HP:0003781	excessive salivation	C0013132|C0037036
HP:0003782	eunuchoid habitus	C4025569
HP:0003783	externally rotated/abducted legs	C1970461
HP:0003784	type 1 collagen overmodification	C1970463
HP:0003785	decreased csf homovanillic acid	C4280803
HP:0003787	type 1 and type 2 muscle fiber minicore regions	C4025568
HP:0003789	minicore myopathy	C1850674
HP:0003791	deposits immunoreactive to beta-amyloid protein	C1853934
HP:0003795	short middle phalanx of toe	C4021723
HP:0003796	irregular iliac crest	C1855180
HP:0003797	limb-girdle muscle atrophy	C1404521|C1842552
HP:0003798	nemaline bodies	C3808039
HP:0003799	marked delay in bone age	C1868549
HP:0003803	type 1 muscle fiber predominance	C1854387
HP:0003805	rimmed vacuoles	C1853932
HP:0003808	abnormal muscle tone	C0852413
HP:0003809	reduced intrathoracic adipose tissue	C1837797
HP:0003810	late-onset distal muscle weakness	C4025565
HP:0003834	shoulder dislocation	C0037005
HP:0003859	cortical diaphyseal thickening of the upper limbs	C4025548
HP:0003865	bowed humerus	C1859460
HP:0003871	deformed humerus	C4025539
HP:0003874	humerus varus	C4025537
HP:0003886	wide humerus	C4021715
HP:0003890	prominent deltoid tuberosities	C2674600
HP:0003909	cortical subperiosteal resorption of humeral metaphyses	C4025515
HP:0003911	flared humeral metaphysis	C4020835|C4020912
HP:0003918	sclerotic humeral metaphysis	C4025509
HP:0003930	lytic defects of humeral diaphysis	C4021705
HP:0003943	abnormality of the joint spaces of the elbow	C4025491
HP:0003946	abnormality of the epiphyses of the elbow	C4025488
HP:0003950	flared elbow metaphyses	C4025484
HP:0003952	sclerotic foci of metaphyses of the elbow	C4021702
HP:0003956	bowed forearm bones	C4025481
HP:0003974	absent radius	C1405984|C1838608|C1849314
HP:0003977	deformed radius	C4025467
HP:0003978	fractured radius	C0034628
HP:0003982	aplasia of the ulna	C2678397
HP:0003988	long ulna	C1848108
HP:0003992	slender ulna	C1968814
HP:0003993	broad ulna	C4020692|C4025460
HP:0003994	dislocated wrist	C0159941
HP:0003995	abnormality of the radial head	C4021696
HP:0003997	hypoplastic radial head	C4021695
HP:0004015	abnormality of radial metaphyses	C4025444
HP:0004018	flared radial metaphysis	C4025441
HP:0004019	radial metaphyseal irregularity	C4021692
HP:0004039	abnormality of ulnar metaphysis	C4025424
HP:0004042	ulnar metaphyseal irregularity	C4021688
HP:0004050	absent hand	C0265594
HP:0004054	sclerosis of hand bone	C4021684
HP:0004057	mitten deformity	C1969236
HP:0004058	hand monodactyly	C4025415
HP:0004059	radial club hand	C4025414
HP:0004060	trident hand	C0426874
HP:0004097	deviation of finger	C0410740
HP:0004099	macrodactyly	C0265552
HP:0004112	midline nasal groove	C4025412
HP:0004122	midline defect of the nose	C4025411|C4280539
HP:0004132	dimple on nasal tip	C1863349
HP:0004150	abnormality of the 3rd finger	C4021682
HP:0004180	short distal phalanx of the 3rd finger	C4021681
HP:0004197	symphalangism of the 4th finger	C4021679
HP:0004207	abnormality of the 5th finger	C4021678
HP:0004209	clinodactyly of the 5th finger	C1850049|C4280538
HP:0004218	symphalangism of the 5th finger	C4021676
HP:0004220	short middle phalanx of the 5th finger	C1834060
HP:0004226	curved distal phalanx of the 5th finger	C4021672
HP:0004227	short distal phalanx of the 5th finger	C1836674
HP:0004231	carpal bone aplasia	C1836219|C4280537
HP:0004232	accessory carpal bones	C0265609
HP:0004233	advanced ossification of carpal bones	C1849292|C4280536
HP:0004236	irregular carpal bones	C4025401
HP:0004237	large carpal bones	C4021671
HP:0004241	stippled calcification in carpal bones	C1844846
HP:0004251	lunate-triquetral fusion	C1867930
HP:0004253	absent trapezium	C1847190
HP:0004268	osteoarthritis of the small joints of the hand	C4025381
HP:0004279	short palm	C1843108
HP:0004280	irregular ossification of hand bones	C4025374
HP:0004283	narrow palm	C1857632
HP:0004288	pseudoepiphyses of hand bones	C4025368
HP:0004295	abnormality of the gastric mucosa	C4025362
HP:0004296	abnormality of gastrointestinal vasculature	C4025361
HP:0004298	abnormality of the abdominal wall	C4021664
HP:0004299	hernia of the abdominal wall	C1442978
HP:0004302	functional motor problems	C4025360
HP:0004303	abnormality of muscle fibers	C4021663
HP:0004305	involuntary movements	C0235086
HP:0004306	abnormality of the endocardium	C4021662
HP:0004308	ventricular arrhythmia	C0085612
HP:0004309	ventricular preexcitation	C0559106
HP:0004311	abnormality of macrophages	C4021661
HP:0004312	abnormality of reticulocytes	C4025358
HP:0004313	decreased antibody level in blood	C0086438|C4048270
HP:0004315	igg deficiency	C0162539
HP:0004319	decreased circulating aldosterone level	C0020595|C0857899|C1846226
HP:0004320	vaginal fistula	C0042253
HP:0004322	short stature	C0349588
HP:0004324	increased body weight	C0043094
HP:0004325	decreased body weight	C0041667|C1262477|C1844806
HP:0004326	cachexia	C0006625
HP:0004327	abnormality of the vitreous humor	C4025356
HP:0004329	abnormality of the posterior segment of the globe	C4025354
HP:0004330	increased skull ossification	C0020496|C4072850|C4072851
HP:0004331	decreased skull ossification	C0432073|C4280533
HP:0004332	abnormality of lymphocytes	C0427546
HP:0004333	bone-marrow foam cells	C1856560
HP:0004334	dermal atrophy	C0151514
HP:0004336	myelin outfoldings	C1843168
HP:0004337	abnormality of amino acid metabolism	C1328440
HP:0004341	abnormality of vitamin b12 metabolism	C4021658
HP:0004343	abnormality of glycosphingolipid metabolism	C4025350
HP:0004345	abnormality of ganglioside metabolism	C4025348
HP:0004348	abnormality of bone mineral density	C4021657
HP:0004349	reduced bone mineral density	C2674432
HP:0004356	abnormality of lysosomal metabolism	C4025342
HP:0004357	abnormality of leucine metabolism	C4025341
HP:0004359	abnormality of fatty-acid metabolism	C4020830|C4021656
HP:0004361	abnormality of circulating leptin level	C4025339
HP:0004362	abnormality of enteric ganglion morphology	C4025338
HP:0004367	abnormality of glycoprotein metabolism	C4025333
HP:0004370	abnormality of temperature regulation	C0005904|C1832160
HP:0004372	reduced consciousness/confusion	C0234428
HP:0004373	focal dystonia	C0743332
HP:0004374	hemiplegia/hemiparesis	C0375206
HP:0004375	neoplasm of the nervous system	C0027766
HP:0004377	hematological neoplasm	C0376545
HP:0004378	abnormality of the anus	C4025329
HP:0004379	abnormality of alkaline phosphatase activity	C4020829|C4025328
HP:0004380	aortic valve calcification	C0428791
HP:0004381	supravalvular aortic stenosis	C0003499
HP:0004382	mitral valve calcification	C0919718
HP:0004383	hypoplastic left heart	C0152101
HP:0004384	type i truncus arteriosus	C1834934
HP:0004385	protracted diarrhea	C0473133
HP:0004386	gastrointestinal inflammation	C1535950
HP:0004387	enterocolitis	C0014356
HP:0004388	microcolon	C0266200|C3553395
HP:0004389	intestinal pseudo-obstruction	C0021847
HP:0004390	hamartomatous polyposis	C0334092|C3277418
HP:0004392	prune belly	C0033770
HP:0004394	multiple gastric polyps	C0236048
HP:0004395	malnutrition	C0162429
HP:0004396	poor appetite	C0232462
HP:0004397	ectopic anus	C0266231
HP:0004398	peptic ulcer	C0030920
HP:0004399	congenital pyloric atresia	C4025327
HP:0004401	meconium ileus	C0398349|C2939175|C3553397
HP:0004404	abnormal nipple morphology	C3839073
HP:0004405	prominent nipples	C1855513
HP:0004406	spontaneous, recurrent epistaxis	C3809715
HP:0004407	bony paranasal bossing	C1857499
HP:0004408	abnormality of the sense of smell	C4021655
HP:0004409	hyposmia	C2364082
HP:0004411	deviated nasal septum	C0549397
HP:0004414	abnormality of the pulmonary artery	C0009681
HP:0004415	pulmonary artery stenosis	C0238397
HP:0004416	precocious atherosclerosis	C4021654|C4280264
HP:0004417	intermittent claudication	C0021775
HP:0004418	thrombophlebitis	C0040046
HP:0004419	recurrent thrombophlebitis	C3550150
HP:0004420	arterial thrombosis	C0151942
HP:0004421	elevated systolic blood pressure	C1840374
HP:0004422	biparietal narrowing	C1854418|C4280532
HP:0004423	cranium bifidum occultum	C1868598
HP:0004425	flat forehead	C1857485
HP:0004426	abnormality of the cheek	C4025324
HP:0004428	elfin facies	C0332606
HP:0004429	recurrent viral infections	C1837066
HP:0004430	severe combined immunodeficiency	C0085110
HP:0004431	complement deficiency	C0272242
HP:0004432	agammaglobulinemia	C0001768
HP:0004433	secretory iga deficiency	C0398709
HP:0004434	c8 deficiency	C3151082
HP:0004437	cranial hyperostosis	C1832451|C4280528|C4280529|C4280530|C4280531
HP:0004438	hyperostosis frontalis interna	C0020494|C4280524|C4280525|C4280526|C4280527
HP:0004439	craniofacial dysostosis	C0010273
HP:0004440	coronal craniosynostosis	C1856266
HP:0004442	sagittal craniosynostosis	C0432123
HP:0004443	lambdoidal craniosynostosis	C1833340
HP:0004444	spherocytosis	C0553720
HP:0004445	elliptocytosis	C0013902|C0427480
HP:0004446	stomatocytosis	C0677598
HP:0004447	poikilocytosis	C0221281
HP:0004448	fulminant hepatic failure	C0162557
HP:0004450	preauricular skin furrow	C1852411
HP:0004451	postauricular skin tag	C4025323
HP:0004452	abnormality of the middle ear ossicles	C1836678
HP:0004453	overfolding of the superior helices	C1865304
HP:0004454	abnormal middle ear reflexes	C1970887
HP:0004458	dilatated internal auditory canal	C2676973
HP:0004459	exostosis of the external auditory canal	C0155411
HP:0004461	congenital earlobe sinuses	C1969394
HP:0004463	absent brainstem auditory responses	C1836742
HP:0004464	postauricular pit	C0395905
HP:0004466	prolonged brainstem auditory evoked potentials	C4025322
HP:0004467	preauricular pit	C0266610|C0266625|C0546969
HP:0004468	anomalous tracheal cartilage	C1863406
HP:0004469	chronic bronchitis	C0008677
HP:0004470	atretic occipital cephalocele	C1836600
HP:0004471	aplasia cutis congenita over the scalp vertex	C1970112
HP:0004472	mandibular hyperostosis	C4025321|C4280521|C4280522|C4280523
HP:0004474	persistent open anterior fontanelle	C1849537
HP:0004478	ethmoidal encephalocele	C1843495
HP:0004481	progressive macrocephaly	C1859896
HP:0004482	relative macrocephaly	C1849075
HP:0004484	craniofacial asymmetry	C4025320
HP:0004485	cessation of head growth	C4025319
HP:0004487	acrobrachycephaly	C1863395
HP:0004488	macrocephaly at birth	C1836599
HP:0004490	calvarial hyperostosis	C1863351|C4280519|C4280520
HP:0004491	large posterior fontanelle	C1855233
HP:0004492	widely patent fontanelles and sutures	C1849300
HP:0004493	craniofacial hyperostosis	C1868085|C4280516|C4280517|C4280518
HP:0004495	thin anteverted nares	C1834056
HP:0004496	posterior choanal atresia	C0220723
HP:0004499	chronic rhinitis due to narrow nasal airway	C4025318
HP:0004502	bilateral choanal atresia	C4025317
HP:0004510	pancreatic islet-cell hyperplasia	C0597167
HP:0004523	long eyebrows	C3280131
HP:0004524	temporal hypotrichosis	C4025316
HP:0004527	large clumps of pigment irregularly distributed along hair shaft	C4025315
HP:0004528	generalized hypotrichosis	C4021653
HP:0004529	atrophic, patchy alopecia	C4025314
HP:0004532	sacral hypertrichosis	C4025313
HP:0004535	anterior cervical hypertrichosis	C1838123
HP:0004540	congenital, generalized hypertrichosis	C1855900
HP:0004544	pointed frontal hairline	C4025312
HP:0004552	scarring alopecia of scalp	C3806301
HP:0004554	generalized hypertrichosis	C3277940
HP:0004557	anterior vertebral fusion	C1969393
HP:0004558	cervical platyspondyly	C1856641
HP:0004562	beaking of vertebral bodies t12-l3	C1854941
HP:0004563	increased spinal bone density	C4020828|C4280254|C4280513|C4280514|C4280515
HP:0004565	severe platyspondyly	C1850293
HP:0004566	pear-shaped vertebrae	C1866731
HP:0004568	beaking of vertebral bodies	C0264112|C1856599
HP:0004570	increased vertebral height	C1864853
HP:0004571	widening of cervical spinal canal	C3807591
HP:0004573	anterior wedging of t11	C4021652
HP:0004575	fusion of midcervical facet joints	C1847394
HP:0004576	sclerotic vertebral endplates	C1859698
HP:0004580	anterior scalloping of vertebral bodies	C2673652
HP:0004581	increased anterior vertebral height	C1866732
HP:0004582	irregularity of vertebral bodies	C4025311
HP:0004586	biconcave vertebral bodies	C1856087
HP:0004589	dysplasia of second lumbar vertebra	C4025310
HP:0004590	hypoplastic sacrum	C1970816
HP:0004591	disc-like vertebral bodies	C1835444
HP:0004592	thoracic platyspondyly	C1862428
HP:0004594	hump-shaped mound of bone in central and posterior portions of vertebral endplate	C1839252
HP:0004598	supernumerary vertebral ossification centers	C4025309
HP:0004599	absent or minimally ossified vertebral bodies	C1832983
HP:0004601	spina bifida occulta at l5	C4025308
HP:0004602	cervical c2/c3 vertebral fusion	C0022738
HP:0004603	hyperconvex vertebral body endplates	C4025307
HP:0004605	absent vertebral body mineralization	C1860191
HP:0004606	unossified vertebral bodies	C1860202
HP:0004607	anterior beaking of lower thoracic vertebrae	C4025306
HP:0004608	anteriorly placed odontoid process	C1844512
HP:0004609	patchy distortion of vertebrae	C4025305
HP:0004610	lumbar spinal canal stenosis	C0158288
HP:0004611	anterior concavity of thoracic vertebrae	C1839822
HP:0004614	spina bifida occulta at s1	C4025304
HP:0004616	cleft vertebral arch	C1859458
HP:0004617	butterfly vertebral arch	C1861627
HP:0004618	sandwich appearance of vertebral bodies	C1850134
HP:0004619	lumbar kyphoscoliosis	C1834953
HP:0004621	enlarged vertebral pedicles	C4025303
HP:0004622	progressive intervertebral space narrowing	C1837670
HP:0004625	biconvex vertebral bodies	C1866675
HP:0004626	lumbar scoliosis	C2748518
HP:0004629	small cervical vertebral bodies	C1851130
HP:0004630	anterior beaking of thoracic vertebrae	C4025302
HP:0004631	decreased cervical spine flexion due to contractures of posterior cervical muscles	C1839653|C4280512
HP:0004632	cervical segmentation defect	C1862415
HP:0004633	lower thoracic kyphosis	C1864361
HP:0004634	cuboid-shaped vertebral bodies	C2673653
HP:0004635	cervical c5/c6 vertebrae fusion	C4025301
HP:0004637	decreased cervical spine mobility	C1859692
HP:0004639	elevated amniotic fluid alpha-fetoprotein	C1839860
HP:0004646	hypoplasia of the nasal bone	C4021651
HP:0004660	hypoplasia of facial musculature	C1834042|C4280509|C4280510|C4280511
HP:0004661	frontalis muscle weakness	C1859438
HP:0004673	decreased facial expression	C1862474
HP:0004676	prominent supraorbital arches in adult	C1834993
HP:0004679	large tarsal bones	C1859116
HP:0004681	deep longitudinal plantar crease	C1859223|C4280508
HP:0004684	talipes valgus	C0152236
HP:0004686	short third metatarsal	C4021650
HP:0004688	irregular tarsal bones	C1855240
HP:0004689	short fourth metatarsal	C1848514
HP:0004690	thickened achilles tendon	C0919997
HP:0004691	2-3 toe syndactyly	C0432040
HP:0004692	4-5 toe syndactyly	C1837836
HP:0004695	calcaneal epiphyseal stippling	C1861708
HP:0004696	talipes cavus equinovarus	C1832342
HP:0004699	osteoporotic metatarsal	C1836873
HP:0004704	short fifth metatarsal	C4021649
HP:0004712	renal malrotation	C0238210
HP:0004713	reversible renal failure	C1843276
HP:0004717	axial malrotation of the kidney	C4025300
